0.000000000000000000e+00,4.639999999889177218e-03,-3.840000000000093339e-02,1.593306076142081418e-01,6.473705552126340912e-02,7.136438041925430298e-02,1.389441918581724167e-02
1.000000000000000021e-02,9.133306075992386752e-03,-7.605262944479496134e-02,3.184708186200271851e-01,1.349423223082346635e-01,7.563862949609756470e-02,1.373487617820501328e-02
2.000000000000000042e-02,2.305801426216724792e-02,-1.134032062217182890e-01,4.799861191589049336e-01,2.069233081337940039e-01,8.123331516981124878e-02,1.365780830383300781e-02
2.999999999999999889e-02,2.603787545363278610e-02,-1.499339731403787068e-01,6.439750931392027589e-01,2.760343798823561290e-01,8.661153912544250488e-02,1.251903362572193146e-02
4.000000000000000083e-02,4.772762638505234634e-02,-9.917362934155904419e-02,8.829349085497268934e-01,1.275755898722252812e-01,9.114568680524826050e-02,1.004784833639860153e-02
5.000000000000000278e-02,6.780697547059677532e-02,-1.356978734428360145e-01,1.049241737260418805e+00,2.030762649757045235e-01,9.471470117568969727e-02,1.225158479064702988e-02
5.999999999999999778e-02,7.597939284320620601e-02,-1.710671107930800128e-01,1.215662538243789115e+00,2.630032637378210136e-01,9.760840237140655518e-02,7.851730100810527802e-03
7.000000000000000666e-02,9.197601822563683527e-02,-2.059370781556935093e-01,1.383551322576299203e+00,3.149084190076090195e-01,1.005522236227989197e-01,3.735454520210623741e-03
8.000000000000000167e-02,1.155615314514246705e-01,-2.399879939656290873e-01,1.550905150176796310e+00,3.662462889418849343e-01,1.032081618905067444e-01,-3.712295438162982464e-04
8.999999999999999667e-02,1.365305829532648119e-01,-2.719255310762030975e-01,1.718206984997739495e+00,4.149106499506394208e-01,1.060986071825027466e-01,-4.202127922326326370e-03
1.000000000000000056e-01,1.547126528033127002e-01,-3.044764245767050959e-01,1.887602326598833535e+00,4.589077581453882004e-01,1.089280173182487488e-01,-7.796670775860548019e-03
1.100000000000000006e-01,1.599686760692664578e-01,-4.063873469952600237e-01,1.975105074319045251e+00,7.262637936145399653e-01,1.116163283586502075e-01,-1.128221582621335983e-02
1.199999999999999956e-01,1.921897268124528324e-01,-4.344247090591057958e-01,2.142383007465654465e+00,7.601953696750041178e-01,1.118791103363037109e-01,-1.960660703480243683e-02
1.300000000000000044e-01,2.112735568871038083e-01,-4.624227553623599940e-01,2.311447044948848006e+00,7.841167684885519407e-01,1.142265722155570984e-01,-2.274573408067226410e-02
1.400000000000000133e-01,2.371680273366427727e-01,-4.891815876774674443e-01,2.481517729255075633e+00,8.064621621914069838e-01,1.168437153100967407e-01,-2.575402520596981049e-02
1.499999999999999944e-01,2.698532046291335362e-01,-5.155169660555486422e-01,2.652389570729555501e+00,8.257108386679062884e-01,1.193813607096672058e-01,-2.868591621518135071e-02
1.600000000000000033e-01,2.993371003363609617e-01,-5.412598576688826268e-01,2.825757819359314915e+00,8.304623850255016260e-01,1.218212395906448364e-01,-3.151839599013328552e-02
1.700000000000000122e-01,3.256546785299629931e-01,-5.672552338186198639e-01,3.000416960395671406e+00,8.395774084839768836e-01,1.243454962968826294e-01,-3.407907858490943909e-02
1.799999999999999933e-01,3.388688481339441338e-01,-6.463594597337918302e-01,3.095676517647583115e+00,1.078598457060861548e+00,1.265502423048019409e-01,-3.676239401102066040e-02
1.900000000000000022e-01,3.790656133104697290e-01,-6.684434751631912475e-01,3.272864561075637724e+00,1.074568561690539159e+00,1.275437772274017334e-01,-4.414413496851921082e-02
2.000000000000000111e-01,4.163442589212307254e-01,-6.904377895462776582e-01,3.452436265941612348e+00,1.065391438015428349e+00,1.296350210905075073e-01,-4.644997045397758484e-02
2.099999999999999922e-01,4.508386215805737507e-01,-7.122338751661266842e-01,3.633233262704031574e+00,1.052001999375301589e+00,1.311992108821868896e-01,-4.868312552571296692e-02
2.200000000000000011e-01,4.827009542076599047e-01,-7.327338551723766580e-01,3.815581060278315562e+00,1.034387189577337551e+00,1.328056305646896362e-01,-5.085003003478050232e-02
2.300000000000000100e-01,5.021067648104393655e-01,-7.968499832766012814e-01,3.922750594854647499e+00,1.250587959729279497e+00,1.344844251871109009e-01,-5.293715000152587891e-02
2.399999999999999911e-01,5.392542707589598194e-01,-8.145041036793088107e-01,4.109965249634361939e+00,1.220955158634712268e+00,1.362711638212203979e-01,-5.966854840517044067e-02
2.500000000000000000e-01,5.843639232553377028e-01,-8.326745520929462741e-01,4.298970759971452615e+00,1.187424602831874232e+00,1.378642022609710693e-01,-6.148700043559074402e-02
2.600000000000000089e-01,6.076736308550101384e-01,-8.873003060646256213e-01,4.416520456069592093e+00,1.387605830018720621e+00,1.392562091350555420e-01,-6.374942511320114136e-02
2.700000000000000178e-01,6.494388354157942800e-01,-9.023342477644386017e-01,4.612041548829659554e+00,1.342056006785205646e+00,1.412092149257659912e-01,-6.953205913305282593e-02
2.800000000000000266e-01,6.899392509041035737e-01,-9.177736876965908452e-01,4.809877800643333146e+00,1.291434646007942666e+00,1.427876204252243042e-01,-7.173687964677810669e-02
2.899999999999999800e-01,7.094680289105870230e-01,-9.625893412365110757e-01,4.940474063045131814e+00,1.475890652104586032e+00,1.440975069999694824e-01,-7.489515095949172974e-02
2.999999999999999889e-01,7.683327695409136737e-01,-9.757704347154727564e-01,5.146034222680617276e+00,1.412979318270488172e+00,1.469898521900177002e-01,-7.961359620094299316e-02
3.099999999999999978e-01,8.168731117677019427e-01,-9.893306415327679515e-01,5.352926496787632438e+00,1.345478855128402706e+00,1.477311998605728149e-01,-8.264220505952835083e-02
